ID,MC3,MC4,MC5,MC1,MC2,Complaint,Pilot,Enrollment
1581,0,0,0,0,0,0,0,3/25/2020
1582,0,0,0,0,0,0,0,11/9/2019
1583,0,0,0,0,0,0,0,1/22/2019
1584,0,0,0,0,0,0,0,7/29/2019
1585,0,0,0,0,0,0,0,2/5/2019
1586,0,0,0,0,0,0,0,2/22/2020
1587,0,0,0,0,0,0,0,5/16/2019
1588,0,0,0,0,0,0,0,7/3/2019
1589,0,0,0,0,0,0,1,6/5/2019
1590,0,0,0,0,0,0,0,7/18/2020
1591,0,0,0,0,0,0,0,8/16/2019
1592,0,0,0,0,0,0,0,4/2/2019
1593,0,0,0,1,0,0,0,10/11/2020
1594,0,0,0,0,0,0,0,1/24/2020
1595,0,0,0,0,0,0,0,12/23/2019
1596,0,0,0,0,0,0,0,5/18/2019
1597,0,0,0,0,0,0,0,4/3/2020
1598,0,0,0,0,0,0,1,4/16/2019
1599,0,0,0,0,0,0,0,12/31/2019
1600,0,0,0,0,0,0,0,10/11/2019
1601,0,0,0,0,0,0,0,8/23/2019
1602,0,0,0,0,0,0,0,1/22/2019
1603,0,0,0,0,0,0,0,12/16/2019
1604,0,0,0,0,0,0,0,12/19/2019
1605,0,1,1,0,0,0,0,8/14/2020
1606,0,0,0,0,0,0,0,6/3/2020
1607,0,0,0,1,0,0,0,11/8/2019
1608,0,0,0,0,0,0,0,6/27/2019
1609,0,0,0,0,0,0,0,11/8/2019
1610,0,0,0,0,0,0,1,2/26/2019
1611,0,0,0,0,0,0,0,2/11/2019
1612,0,0,0,0,0,0,0,5/25/2019
1613,0,0,0,0,0,0,0,4/25/2020
1614,0,0,0,0,0,0,0,11/17/2020
1615,0,0,0,0,0,0,0,6/21/2020
1616,1,0,0,0,0,0,1,7/22/2020
1617,0,0,0,0,0,0,1,9/23/2019
1618,0,0,0,0,0,0,0,8/14/2020
1619,0,0,0,0,0,0,0,11/9/2019
1620,0,0,0,0,0,0,0,6/15/2019
1621,0,0,0,0,0,0,1,3/5/2019
1622,1,0,0,0,0,0,0,4/12/2020
1623,0,0,0,0,0,0,0,3/12/2019
1624,0,0,0,0,0,0,0,10/17/2020
1625,0,0,0,0,0,0,0,6/6/2019
1626,1,0,0,0,0,0,0,10/12/2019
1627,0,1,1,0,0,0,1,8/15/2019
1628,0,0,0,0,0,0,0,1/23/2020
1629,0,0,1,1,0,0,1,6/28/2019
1630,0,0,0,0,0,0,0,5/19/2020
1631,0,0,0,0,0,0,0,10/27/2020
1632,0,0,0,0,0,0,0,2/21/2020
1633,0,1,0,0,0,0,0,7/24/2020
1634,0,0,0,0,0,0,0,2/1/2019
1635,0,0,0,0,0,0,0,1/17/2019
1636,0,0,0,0,0,0,0,9/17/2020
1637,0,0,0,0,0,0,0,1/8/2019
1638,0,0,0,0,0,0,0,6/10/2020
1639,0,0,0,0,0,0,0,2/27/2019
1640,0,0,0,0,0,0,0,2/5/2020
1641,1,0,0,0,0,0,0,3/27/2020
1642,0,0,0,0,0,0,0,5/14/2019
1643,0,0,0,0,0,0,0,4/20/2020
1644,0,0,0,0,0,0,0,5/31/2020
1645,0,0,0,0,0,0,0,2/12/2019
1646,0,0,0,0,0,0,0,6/8/2019
1647,0,0,0,0,0,0,0,6/4/2019
1648,0,0,0,0,0,0,0,10/21/2019
1649,0,0,0,0,0,0,0,3/1/2020
1650,0,0,0,0,0,0,0,10/14/2019
1651,0,0,0,0,0,0,0,4/13/2020
1652,0,0,0,0,0,0,0,1/3/2020
1653,0,0,0,0,0,0,0,4/14/2020
1654,0,0,0,0,0,0,0,2/17/2019
1655,0,0,0,0,0,0,0,5/22/2020
1656,0,0,0,0,0,0,0,5/8/2019
1657,0,0,0,0,0,0,0,10/26/2020
1658,0,0,0,1,0,0,1,4/6/2019
1659,0,0,0,0,0,0,0,6/8/2020
1660,1,0,0,0,0,0,1,11/21/2019
1661,0,0,0,0,0,0,0,5/29/2020
1662,0,0,0,0,0,0,0,3/24/2020
1663,0,0,0,0,0,0,0,2/4/2019
1664,0,0,0,0,0,0,0,12/30/2019
1665,0,0,0,0,0,0,0,3/30/2020
1666,0,0,0,0,0,0,0,5/25/2020
1667,0,0,0,0,0,0,0,8/12/2019
1668,0,0,0,0,0,0,1,2/17/2019
1669,0,0,1,1,0,0,0,10/20/2020
1670,0,0,0,0,0,0,0,3/6/2020
1671,0,1,0,0,0,0,1,3/11/2019
1672,0,0,0,0,0,0,0,1/30/2020
1673,0,0,0,0,0,0,0,12/17/2019
1674,0,0,0,0,0,0,0,4/8/2020
1675,0,0,0,0,0,0,1,11/3/2019
1676,0,0,0,0,0,0,0,12/31/2019
1677,0,0,0,0,0,0,0,8/30/2020
1678,0,0,0,0,0,0,1,9/13/2019
1679,0,0,0,0,0,0,0,4/9/2020
1680,0,0,0,1,0,0,0,9/13/2020
1681,0,0,0,0,0,0,0,2/22/2020
1682,0,0,0,0,0,0,0,8/16/2020
1683,1,0,0,0,0,0,0,7/18/2020
1684,0,1,1,1,0,0,1,10/3/2020
1685,0,0,0,0,0,0,0,6/1/2020
1686,1,0,1,0,0,0,0,6/17/2019
1687,0,0,0,0,0,0,0,12/1/2020
1688,0,0,0,0,0,0,0,9/15/2019
1689,1,0,0,0,0,0,0,4/27/2020
1690,1,0,0,0,0,0,1,6/17/2019
1691,0,0,0,0,0,0,0,12/17/2019
1692,0,0,0,0,0,0,0,3/28/2019
1693,0,0,0,0,0,0,0,7/28/2019
1694,0,0,0,0,0,0,0,10/19/2019
1695,0,0,0,0,0,0,0,1/12/2020
1696,0,0,0,0,0,0,0,5/14/2019
1697,0,0,1,0,0,0,1,2/28/2019
1698,0,0,0,0,0,0,0,7/19/2019
1699,0,0,0,0,0,0,0,9/5/2019
1700,0,0,0,0,0,0,0,9/2/2020
1701,0,0,0,0,0,0,0,5/26/2019
1702,0,0,0,0,0,0,0,10/7/2019
1703,0,0,0,0,0,0,0,10/27/2020
1704,0,0,0,0,0,0,0,7/21/2019
1705,1,0,0,0,0,0,1,1/6/2019
1706,0,0,0,0,0,0,0,11/12/2020
1707,0,0,0,1,0,0,0,4/29/2020
1708,0,0,0,0,0,0,0,7/1/2020
1709,0,0,0,0,0,0,0,3/17/2020
1710,0,0,1,0,0,0,0,9/20/2019
1711,0,0,0,0,0,0,0,3/3/2020
1712,0,0,0,0,0,0,0,1/12/2019
1713,0,0,0,0,0,0,0,11/17/2019
1714,0,0,0,0,0,0,0,3/22/2020
1715,0,1,1,1,0,0,0,3/15/2020
1716,0,1,1,1,0,0,1,10/3/2020
1717,0,0,0,0,0,0,0,9/3/2019
1718,0,0,0,0,0,0,0,11/7/2020
1719,0,0,0,0,0,0,0,8/23/2019
1720,0,0,0,0,0,0,0,1/14/2019
1721,0,0,0,0,0,0,0,8/28/2019
1722,0,0,0,0,0,0,0,8/11/2019
1723,0,0,0,0,0,0,0,6/7/2020
1724,0,0,0,0,0,0,0,1/6/2020
1725,0,0,0,1,0,0,0,7/1/2020
1726,0,0,1,0,0,0,0,10/17/2019
1727,0,0,0,0,0,0,0,5/15/2020
1728,0,0,0,0,0,0,0,8/13/2020
1729,1,0,0,0,0,0,0,2/20/2020
1730,1,0,0,0,0,0,1,7/5/2020
1731,0,0,0,0,0,0,0,6/6/2020
1732,0,0,0,0,0,0,0,3/9/2020
1733,0,0,0,0,0,0,0,5/31/2020
1734,0,1,1,1,0,0,1,8/5/2019
1735,0,0,0,0,0,0,0,10/6/2020
1736,0,0,0,0,0,0,0,7/17/2019
1737,0,0,0,0,0,0,1,1/16/2019
1738,0,0,0,0,0,0,0,2/24/2020
1739,0,0,0,0,0,0,0,8/20/2019
1740,0,0,0,0,0,0,0,9/10/2020
1741,0,0,0,0,0,0,0,3/9/2020
1742,0,0,0,0,0,0,0,9/28/2020
1743,0,0,0,0,0,0,0,4/3/2020
1744,1,0,0,0,0,0,1,10/15/2019
1745,0,0,0,0,0,0,0,10/26/2020
1746,0,0,0,0,0,0,0,10/2/2019
1747,0,0,0,0,0,0,0,2/16/2019
1748,0,0,0,0,0,0,0,2/10/2019
1749,0,0,0,0,0,0,0,2/6/2020
1750,0,0,0,0,0,0,0,10/31/2019
1751,0,0,0,0,0,0,0,12/8/2019
1752,0,0,0,0,0,0,0,5/18/2020
1753,0,0,0,0,0,0,1,9/29/2019
1754,0,0,0,0,0,0,0,9/18/2019
1755,0,0,0,0,0,0,0,5/15/2019
1756,0,0,0,0,0,0,0,8/11/2019
1757,0,0,0,0,0,0,0,2/4/2020
1758,0,0,0,0,0,0,0,7/2/2020
1759,0,0,0,0,0,0,0,5/24/2020
1760,0,0,0,0,0,0,0,2/17/2020
1761,0,0,0,0,0,0,0,9/9/2020
1762,0,0,0,0,0,0,0,9/18/2020
1763,0,0,0,0,0,0,0,10/15/2020
1764,0,0,0,0,0,0,0,8/23/2020
1765,0,0,0,0,0,0,0,11/23/2019
1766,0,0,0,0,0,0,0,4/5/2019
1767,0,0,0,0,0,0,0,7/22/2020
1768,1,0,0,0,0,0,1,6/9/2019
1769,1,0,0,0,0,0,0,11/2/2020
1770,0,0,0,0,0,0,0,2/13/2019
1771,0,0,0,0,0,0,0,6/22/2019
1772,0,1,1,1,0,0,1,4/14/2019
1773,1,0,0,0,0,0,0,12/24/2019
1774,0,0,0,0,0,0,0,4/4/2020
1775,0,0,0,0,0,0,0,9/10/2019
1776,0,1,0,0,0,0,0,6/27/2019
1777,0,0,0,0,0,0,0,12/2/2020
1778,0,0,0,0,0,0,0,3/30/2019
1779,0,0,0,0,0,0,0,8/7/2019
1780,0,0,0,0,0,0,0,5/20/2020
1781,0,0,0,0,0,0,0,5/19/2020
1782,0,0,0,0,0,0,0,8/31/2019
1783,0,0,0,0,0,0,0,6/26/2019
1784,0,0,0,0,0,0,0,4/11/2020
1785,0,1,0,1,1,0,1,9/11/2019
1786,0,0,0,0,0,0,0,4/10/2020
1787,0,0,0,0,0,0,0,8/27/2020
1788,0,0,0,0,0,0,0,3/27/2020
1789,0,1,0,0,0,0,0,8/27/2019
1790,0,0,0,0,0,0,0,9/11/2019
1791,0,0,0,0,0,0,0,3/22/2020
1792,0,0,0,0,0,0,1,9/25/2019
1793,0,0,0,0,0,0,0,11/4/2020
1794,0,0,0,0,0,0,0,7/12/2019
1795,0,0,0,0,0,0,0,4/29/2020
1796,0,0,0,0,0,0,0,10/16/2020
1797,0,0,0,0,0,0,0,8/16/2020
1798,0,0,0,0,0,0,0,5/1/2019
1799,0,0,0,0,0,0,0,9/2/2020
1800,0,0,0,0,0,0,0,2/6/2020
1801,0,0,1,1,0,0,1,10/10/2019
1802,0,0,0,0,0,0,0,1/13/2020
1803,0,0,0,0,1,0,1,11/19/2020
1804,0,0,0,0,0,0,0,9/23/2019
1805,0,1,1,1,1,0,1,10/27/2019
1806,0,0,0,0,0,0,0,9/21/2019
1807,0,1,1,0,0,0,0,10/12/2019
1808,0,0,0,0,0,0,0,6/19/2019
1809,0,0,0,0,0,0,0,10/16/2019
1810,0,0,0,0,0,0,0,8/5/2020
1811,0,0,0,0,0,0,0,4/28/2020
1812,0,0,0,0,0,0,0,2/15/2019
1813,0,0,0,0,0,0,0,10/10/2019
1814,0,0,0,0,0,0,0,3/8/2020
1815,0,0,0,0,0,0,0,7/22/2019
1816,0,0,0,0,0,0,0,9/3/2019
1817,0,0,0,0,0,0,0,9/30/2019
1818,0,0,0,0,0,0,0,2/28/2019
1819,0,0,0,0,0,0,0,12/7/2019
1820,1,0,0,0,0,0,0,8/25/2020
1821,0,0,0,0,0,0,0,1/10/2020
1822,0,0,0,0,0,0,0,5/6/2019
1823,0,0,0,0,0,0,0,10/16/2020
1824,0,0,0,0,0,0,0,4/17/2019
1825,0,0,0,0,0,0,0,1/1/2020
1826,1,0,1,0,1,0,1,6/19/2020
1827,0,0,0,0,0,0,0,3/6/2019
1828,0,0,0,0,0,0,0,5/31/2019
1829,0,0,0,0,0,0,0,3/29/2020
1830,0,0,0,0,0,0,0,10/15/2019
1831,0,0,0,0,0,0,0,11/18/2019
1832,0,0,0,0,0,0,0,6/17/2020
1833,1,0,0,1,0,0,0,4/13/2019
1834,1,0,0,0,0,0,0,10/30/2020
1835,0,1,0,1,0,0,1,8/21/2020
1836,0,0,0,0,0,0,0,9/6/2019
1837,0,0,0,0,0,0,0,8/8/2020
1838,0,0,0,0,0,0,0,7/27/2019
1839,0,0,0,0,0,0,0,3/11/2019
1840,0,0,1,0,0,0,0,10/10/2019
1841,0,0,0,0,0,0,0,7/2/2020
1842,0,0,0,0,0,0,0,7/22/2020
1843,0,0,0,0,0,0,0,6/16/2019
1844,0,0,0,0,0,0,0,3/11/2019
1845,0,0,0,0,0,0,0,5/23/2020
1846,0,0,0,0,0,0,0,11/16/2019
1847,0,0,0,0,0,0,0,8/31/2019
1848,0,0,0,0,0,0,0,2/29/2020
1849,0,0,0,0,0,0,0,10/11/2019
1850,0,0,0,0,0,0,0,3/24/2019
1851,0,1,0,0,1,0,0,3/4/2020
1852,0,1,0,0,0,0,0,6/12/2020
1853,0,0,0,0,0,0,0,11/15/2020
1854,0,0,0,0,0,0,0,9/8/2020
1855,0,0,0,0,0,0,0,3/12/2020
1856,1,0,1,1,0,0,0,2/22/2020
1857,0,0,0,0,0,0,0,12/5/2019
1858,0,0,0,0,0,0,0,7/22/2019
1859,0,0,0,0,0,0,0,9/9/2020
1860,0,0,0,0,0,0,0,6/24/2019
1861,1,0,0,0,0,0,1,7/17/2020
1862,0,0,0,0,0,0,0,3/23/2019
1863,0,0,0,0,0,0,0,12/28/2019
1864,0,0,0,0,0,0,0,11/23/2020
1865,0,0,0,0,0,0,1,2/17/2019
1866,0,0,0,0,0,0,0,12/7/2019
1867,0,0,0,0,0,0,0,5/3/2019
1868,0,0,0,0,0,0,0,5/17/2020
1869,0,0,0,0,0,0,0,9/6/2019
1870,0,0,0,0,0,0,0,5/22/2020
1871,1,0,0,0,0,0,0,7/17/2019
1872,0,0,0,0,0,0,0,2/13/2019
1873,0,0,0,0,0,0,0,6/20/2020
1874,0,0,0,0,0,0,0,10/4/2020
1875,1,0,0,0,0,0,1,7/9/2019
1876,0,0,0,0,0,0,0,5/19/2019
1877,0,0,0,0,0,0,1,1/12/2020
1878,0,0,0,0,0,0,0,6/29/2020
1879,0,0,0,0,0,0,0,1/16/2020
1880,0,0,0,0,0,0,0,3/28/2020
1881,0,0,0,0,0,0,0,7/14/2019
1882,0,0,0,0,0,0,0,1/21/2020
1883,0,0,0,0,0,0,0,12/19/2019
1884,0,0,0,0,0,0,0,5/10/2020
1885,0,0,0,0,0,0,0,8/29/2019
1886,0,0,0,0,0,0,0,9/13/2020
1887,0,0,0,1,0,0,1,4/27/2020
1888,0,0,0,0,0,0,0,5/8/2020
1889,0,0,0,0,0,0,0,6/10/2020
1890,0,0,0,0,0,0,0,8/14/2020
1891,0,0,0,0,0,0,0,12/4/2019
1892,0,0,0,0,0,0,0,4/13/2020
1893,0,0,0,0,0,0,1,7/2/2019
1894,0,0,0,0,0,0,1,12/19/2019
1895,0,0,1,0,0,0,1,5/10/2019
1896,0,0,0,0,0,0,0,10/16/2019
1897,0,0,0,0,0,0,0,6/1/2020
1898,0,1,1,0,0,0,1,1/12/2020
1899,0,0,0,0,0,0,0,4/23/2020
1900,0,0,0,1,0,0,0,10/23/2019
1901,1,0,0,0,1,0,0,9/17/2020
1902,0,0,0,0,0,0,0,9/22/2019
1903,0,0,0,0,0,0,1,7/1/2019
1904,0,0,0,0,0,0,0,10/8/2020
1905,0,0,0,1,0,0,0,10/22/2020
1906,0,0,0,0,0,0,0,2/5/2019
1907,0,0,0,1,0,0,0,7/17/2020
1908,0,1,0,0,0,0,0,6/5/2020
1909,0,0,0,0,0,0,0,10/8/2020
1910,0,0,0,0,0,0,0,4/23/2020
1911,0,0,0,0,0,0,0,9/12/2020
1912,0,0,0,0,0,0,0,7/17/2020
1913,0,1,0,0,0,0,0,1/17/2019
1914,0,0,0,0,0,0,0,5/29/2019
1915,0,0,0,0,0,0,0,10/26/2020
1916,0,0,0,0,0,0,0,10/29/2020
1917,0,0,0,0,0,0,0,3/30/2020
1918,0,0,0,1,0,0,0,10/27/2019
1919,0,0,0,0,0,0,0,12/19/2019
1920,0,0,0,0,0,0,0,1/14/2020
1921,0,0,0,0,0,0,0,11/15/2019
1922,0,0,0,0,0,0,0,12/25/2019
1923,0,0,1,0,0,0,1,11/2/2019
1924,0,1,1,1,0,0,1,8/9/2019
1925,0,0,0,0,0,0,0,5/29/2019
1926,0,1,1,0,0,0,0,3/8/2019
1927,0,0,0,0,0,0,0,7/23/2020
1928,0,0,0,0,0,0,0,3/6/2020
1929,0,0,0,0,0,0,0,5/12/2020
1930,0,0,0,0,0,0,0,3/8/2019
1931,0,0,0,0,0,0,0,10/14/2020
1932,1,0,0,0,0,0,0,10/12/2020
1933,0,0,0,0,0,0,1,7/6/2019
1934,0,0,0,0,0,0,0,10/16/2019
1935,0,0,0,0,0,0,0,10/15/2020
1936,0,0,0,0,0,0,0,7/18/2019
1937,0,0,0,0,0,0,1,5/8/2019
1938,0,0,0,0,0,0,0,1/22/2019
1939,0,0,0,0,0,0,0,10/11/2020
1940,0,0,0,0,0,0,0,10/2/2019
1941,0,0,0,0,0,0,0,2/26/2019
1942,0,0,0,0,0,0,0,10/11/2020
1943,0,0,0,0,0,0,1,6/6/2019
1944,0,0,0,0,0,0,0,3/20/2020
1945,0,0,0,0,0,0,0,11/29/2020
1946,0,0,0,0,0,0,0,2/17/2020
1947,0,0,1,1,0,0,1,1/24/2020
1948,0,0,0,0,0,0,0,3/19/2019
1949,0,0,0,0,0,0,1,9/18/2019
1950,0,0,0,0,0,0,0,3/20/2019
1951,0,0,0,0,0,0,0,7/9/2020
1952,0,0,0,0,0,0,0,6/24/2019
1953,0,0,0,0,0,1,0,4/19/2019
1954,0,0,0,0,0,0,0,4/23/2020
1955,0,0,0,0,0,0,0,3/21/2019
1956,0,0,0,0,0,0,0,7/10/2020
1957,0,0,1,0,0,0,0,1/6/2019
1958,0,0,0,0,0,0,0,3/17/2020
1959,0,0,0,0,0,0,0,6/9/2020
1960,1,0,0,0,0,0,0,2/17/2020
1961,0,0,0,0,0,0,0,12/17/2019
1962,0,0,0,0,0,0,0,11/26/2020
1963,0,0,0,0,0,0,0,1/12/2020
1964,0,0,0,0,0,0,0,3/20/2020
1965,0,0,1,1,0,0,1,1/20/2020
1966,0,0,0,0,0,0,0,1/26/2020
1967,0,0,0,0,0,0,0,5/1/2020
1968,1,0,1,1,0,0,1,3/31/2020
1969,0,0,0,0,0,0,0,10/17/2019
1970,0,0,0,0,0,0,0,12/3/2020
1971,0,1,1,1,1,0,1,8/25/2020
1972,0,0,0,0,0,0,0,5/6/2019
1973,1,0,0,0,0,0,0,2/5/2019
1974,0,0,0,0,0,0,0,7/25/2020
1975,0,0,0,0,0,0,0,11/26/2020
1976,0,0,0,0,0,0,0,8/30/2020
1977,0,0,0,1,0,0,0,4/15/2020
1978,0,0,0,0,0,0,0,8/1/2020
1979,1,0,0,0,0,0,0,1/18/2020
1980,0,0,0,0,0,0,0,4/9/2020
1981,0,1,1,0,0,0,1,2/15/2019
1982,0,0,1,1,0,0,1,3/15/2020
1983,1,0,0,1,0,0,1,9/1/2019
1984,0,0,0,0,0,0,0,7/21/2019
1985,0,0,0,0,0,0,0,10/22/2019
1986,1,0,0,0,0,0,1,7/10/2019
1987,0,0,0,0,0,0,0,4/12/2019
1988,0,0,1,0,0,0,0,10/17/2019
1989,1,0,0,0,0,0,0,7/2/2020
1990,0,0,0,0,0,0,0,10/15/2019
1991,0,1,1,1,0,0,0,1/30/2019
1992,0,0,0,0,0,0,0,6/17/2020
1993,0,0,0,0,0,0,0,8/12/2019
1994,0,0,0,0,0,0,0,2/15/2019
1995,0,0,0,0,0,0,0,9/22/2020
1996,0,0,0,0,0,0,0,9/23/2020
1997,0,0,1,0,0,0,0,9/11/2020
1998,0,0,0,0,0,0,0,11/2/2019
1999,0,0,0,0,0,0,0,6/10/2019
2000,0,0,0,0,0,0,0,7/28/2019
2001,0,0,0,0,0,0,0,11/23/2020
2002,0,0,0,0,0,0,0,12/12/2019
2003,0,0,0,0,0,0,1,8/9/2019
2004,0,0,0,0,0,0,0,11/28/2020
2005,0,0,0,0,0,0,0,4/10/2019
2006,0,0,0,0,0,0,0,9/13/2019
2007,1,0,0,0,0,0,1,1/26/2020
2008,0,0,0,0,0,0,0,7/6/2019
2009,0,0,0,0,0,0,0,1/6/2020
2010,0,0,0,0,0,0,0,4/11/2019
2011,0,0,1,0,0,0,1,12/4/2019
2012,0,0,0,0,0,0,1,6/24/2019
2013,0,0,0,0,0,0,0,11/29/2020
2014,0,0,0,0,0,0,0,6/29/2019
2015,0,0,1,0,0,0,0,10/16/2020
2016,0,0,0,0,0,0,0,2/3/2019
2017,0,0,0,0,0,0,0,8/2/2020
2018,0,0,0,0,0,0,0,2/23/2020
2019,1,0,0,0,0,0,1,9/3/2020
2020,0,0,0,0,0,0,0,11/3/2019
2021,1,0,0,0,0,0,0,9/27/2020
2022,0,0,0,0,0,1,0,4/10/2019
2023,0,0,0,0,0,0,0,2/23/2019
2024,0,0,0,1,0,0,0,10/27/2020
2025,0,0,0,0,0,0,1,1/4/2020
2026,0,0,0,0,0,0,0,3/20/2019
2027,0,0,0,0,0,0,0,3/1/2020
2028,0,0,0,0,0,0,0,3/19/2020
2029,0,0,0,0,0,0,1,4/20/2019
2030,0,1,0,0,0,0,0,12/10/2019
2031,0,0,1,0,0,0,0,9/11/2020
2032,1,0,0,0,0,0,0,11/9/2020
2033,0,0,0,0,0,0,0,7/24/2019
2034,0,0,0,0,0,0,1,7/22/2019
2035,0,0,0,0,0,0,0,9/10/2019
2036,0,0,0,0,0,0,0,3/12/2019
2037,0,0,0,0,0,0,0,2/3/2019
2038,0,0,0,0,0,0,0,1/14/2020
2039,0,0,0,0,0,0,0,5/4/2019
2040,0,0,0,0,0,0,0,9/5/2019
2041,0,1,0,0,0,0,0,3/8/2019
2042,1,0,0,0,0,0,0,12/30/2019
2043,0,0,0,0,0,0,1,6/17/2019
2044,1,0,0,0,0,0,0,10/23/2020
2045,0,0,0,0,0,0,0,9/15/2020
2046,0,0,0,0,0,0,0,2/17/2019
2047,1,0,0,1,0,0,1,10/5/2020
2048,0,0,0,0,0,0,0,1/8/2019
2049,0,0,0,0,0,0,0,1/9/2019
2050,0,0,0,0,0,1,0,8/8/2020
2051,0,0,0,0,0,0,0,10/29/2020
2052,0,0,0,0,0,0,0,5/10/2019
2053,0,0,0,0,0,0,0,5/7/2019
2054,0,0,0,0,0,0,0,7/31/2020
2055,0,0,0,0,0,0,0,12/23/2019
2056,0,0,0,1,0,0,0,12/8/2019
2057,1,0,1,0,0,0,0,10/6/2019
2058,0,0,0,0,0,0,0,1/25/2020
2059,0,0,0,0,0,0,0,6/28/2020
2060,0,0,0,0,0,0,0,9/27/2019
2061,0,0,0,0,0,0,0,8/21/2020
2062,0,0,0,0,0,0,1,4/24/2019
2063,0,0,0,0,0,0,1,1/27/2019
2064,0,0,0,0,0,0,0,1/22/2020
2065,0,0,0,1,0,0,1,7/10/2019
2066,0,0,0,0,0,0,0,7/12/2019
2067,0,0,0,0,0,0,0,3/18/2020
2068,0,1,1,1,1,0,1,6/11/2019
2069,0,0,0,0,0,0,0,10/7/2020
2070,0,0,0,0,0,0,1,8/21/2020
2071,0,0,1,0,0,0,0,11/2/2020
2072,0,0,0,0,0,0,0,9/30/2020
2073,0,0,0,0,0,0,0,1/28/2020
2074,0,0,0,0,0,0,0,11/27/2019
2075,0,0,0,0,0,0,0,8/16/2020
2076,0,0,0,0,0,0,0,1/12/2020
2077,0,0,0,0,0,0,0,11/6/2020
2078,0,0,0,0,0,0,0,4/7/2019
2079,0,0,0,0,0,0,0,9/28/2019
2080,0,0,0,0,0,0,0,6/9/2019
2081,1,0,1,1,0,0,1,3/14/2020
2082,0,0,0,0,0,0,0,10/25/2019
2083,0,0,0,0,0,0,0,1/7/2020
2084,0,0,0,0,0,0,0,4/1/2020
2085,0,0,0,0,0,0,0,8/28/2020
2086,0,0,0,1,0,0,0,4/21/2020
2087,0,0,0,0,0,0,0,11/23/2020
2088,0,0,0,0,0,0,0,1/8/2020
2089,0,1,0,0,0,0,0,7/6/2020
2090,0,0,0,0,0,0,0,11/4/2020
2091,0,0,0,0,0,0,0,8/2/2019
2092,0,0,0,1,0,0,1,8/6/2019
2093,0,0,0,0,0,0,0,7/16/2020
2094,0,1,0,0,0,0,0,7/24/2020
2095,0,0,0,0,0,0,0,2/4/2020
2096,0,1,1,0,0,0,0,2/2/2020
2097,1,0,0,0,0,0,1,3/22/2020
2098,1,0,0,0,0,0,1,2/25/2020
2099,0,0,0,0,0,0,0,6/23/2019
2100,0,0,0,0,0,0,0,2/17/2020
2101,0,0,0,0,0,0,0,3/12/2020
2102,0,0,0,0,0,0,0,4/29/2019
2103,0,0,0,0,0,0,0,10/22/2019
2104,0,0,0,0,0,0,0,5/30/2020
2105,0,0,0,0,0,0,0,4/25/2019
2106,0,0,0,0,0,0,1,5/25/2019
2107,0,0,0,0,0,0,0,1/13/2019
2108,0,0,0,0,0,0,0,9/28/2020
2109,0,0,0,0,0,0,0,6/19/2019
2110,0,0,0,0,0,0,1,5/26/2020
2111,0,1,0,0,0,0,0,6/22/2019
2112,0,0,0,0,0,0,0,3/16/2020
2113,0,0,0,0,0,0,0,11/11/2020
2114,0,0,0,1,0,0,0,4/19/2019
2115,0,1,1,1,0,0,1,4/4/2020
2116,0,0,0,0,0,0,0,10/28/2020
2117,0,0,0,0,0,0,0,1/10/2019
2118,0,0,0,0,0,0,1,10/8/2019
2119,0,0,0,0,0,0,0,10/26/2020
2120,0,0,0,0,0,0,0,7/10/2019
2121,0,0,0,0,0,0,0,11/25/2019
2122,0,0,0,0,0,0,0,7/8/2019
2123,0,0,0,0,0,0,0,10/15/2020
2124,0,0,0,0,0,0,0,1/22/2020
2125,0,0,0,0,0,0,0,4/11/2020
2126,0,0,0,0,0,0,0,6/27/2020
2127,1,0,0,0,0,0,1,4/25/2020
2128,0,0,0,0,0,0,0,2/19/2019
2129,0,0,0,0,0,0,0,4/18/2020
2130,1,0,0,0,0,0,1,3/20/2019
2131,0,0,0,0,0,0,0,12/11/2019
2132,0,0,0,0,0,0,0,2/3/2019
2133,0,0,0,0,0,0,0,2/3/2019
2134,0,0,1,0,0,0,1,2/27/2019
2135,0,0,0,0,0,0,0,9/7/2020
2136,0,0,0,0,0,0,0,11/1/2020
2137,0,0,0,0,0,0,1,12/26/2019
2138,0,0,0,0,0,0,0,5/12/2019
2139,0,0,0,0,0,0,0,11/2/2020
2140,0,0,0,0,0,0,0,8/16/2019
2141,0,0,0,0,0,0,0,8/27/2020
2142,0,0,0,0,0,0,0,2/19/2019
2143,0,1,0,0,0,0,0,3/27/2019
2144,0,0,0,0,0,0,0,1/27/2019
2145,0,0,0,0,0,0,0,3/19/2020
2146,0,0,0,0,0,0,0,10/28/2019
2147,0,0,0,0,0,0,0,12/10/2019
2148,0,0,0,0,0,0,0,1/27/2019
2149,0,0,0,0,0,0,0,11/3/2019
2150,0,0,0,0,0,0,0,6/28/2020
2151,1,0,0,0,0,0,0,7/24/2020
2152,0,0,0,0,0,0,0,8/21/2020
2153,0,0,0,0,0,0,0,1/31/2019
2154,0,1,0,0,0,0,0,6/18/2020
2155,0,0,0,0,0,0,0,6/15/2019
2156,0,0,0,0,0,0,0,4/19/2020
2157,0,0,0,0,0,0,0,4/10/2019
2158,0,0,0,0,0,0,0,10/22/2019
2159,0,0,0,0,0,0,0,9/18/2019
2160,0,0,1,0,0,0,0,7/20/2020
2161,0,0,0,0,0,1,0,6/20/2019
