ID,Income,Kids,Teens,Age,Divorced,Married,Single,Together,Widow,Basic,Graduate,Master,PhD,State
1392,130351,1,0,46,0,0,0,1,0,0,0,0,1,State-Florida
1393,150437,0,2,57,0,1,0,0,0,0,1,0,0,State-Illinois
1394,123616,1,0,38,0,0,1,0,0,0,0,0,0,State-New York
1395,153858,0,1,44,0,1,0,0,0,0,1,0,0,State-Texas
1396,166465,0,1,65,0,1,0,0,0,0,0,0,1,State-Other
1397,146923,1,0,33,0,0,1,0,0,0,1,0,0,State-California
1398,175072,0,1,58,0,0,0,1,0,0,1,0,0,State-Florida
1399,175865,0,0,77,0,1,0,0,0,0,0,0,1,State-Illinois
1400,119789,1,0,45,0,0,0,1,0,0,0,0,0,State-New York
1401,180134,0,0,26,0,0,0,1,0,0,1,0,0,State-Texas
1402,191065,0,0,39,0,0,1,0,0,0,1,0,0,State-Other
1403,149505,1,1,49,0,1,0,0,0,0,0,1,0,State-California
1404,137401,1,0,47,0,1,0,0,0,0,0,0,1,State-Florida
1405,130096,1,0,37,0,1,0,0,0,0,1,0,0,State-Illinois
1406,118492,1,0,38,0,0,0,1,0,0,0,1,0,State-New York
1407,182584,0,0,46,0,1,0,0,0,0,0,1,0,State-Texas
1408,193027,0,0,79,0,1,0,0,0,0,0,0,1,State-Other
1409,148686,1,2,67,0,1,0,0,0,0,1,0,0,State-California
1410,192910,0,0,34,0,1,0,0,0,0,1,0,0,State-Florida
1411,175433,1,0,31,0,1,0,0,0,0,1,0,0,State-Illinois
1412,110404,1,0,31,0,0,0,1,0,0,0,0,0,State-New York
1413,161314,0,1,52,0,1,0,0,0,0,1,0,0,State-Texas
1414,184865,0,0,59,0,0,1,0,0,0,0,0,1,State-Other
1415,142387,1,0,31,0,1,0,0,0,0,1,0,0,State-California
1416,167309,1,1,53,0,0,0,1,0,0,0,0,0,State-Florida
1417,175236,0,1,56,0,1,0,0,0,0,1,0,0,State-Illinois
1418,130015,1,0,50,0,0,1,0,0,0,1,0,0,State-New York
1419,150943,0,1,64,0,0,0,1,0,0,0,1,0,State-Texas
1420,167272,0,1,54,1,0,0,0,0,0,1,0,0,State-Other
1421,151529,0,1,71,0,0,0,0,1,0,0,1,0,State-California
1422,132011,1,0,49,0,1,0,0,0,0,0,0,1,State-Florida
1423,107500,1,0,34,0,1,0,0,0,0,0,0,0,State-Illinois
1424,128691,1,0,31,0,1,0,0,0,0,1,0,0,State-New York
1425,156223,0,1,72,0,1,0,0,0,0,0,0,1,State-Texas
1426,118100,0,0,74,0,1,0,0,0,0,1,0,0,State-Other
1427,130279,1,0,31,0,0,1,0,0,0,1,0,0,State-California
1428,120130,0,0,46,0,1,0,0,0,0,0,0,0,State-Florida
1429,123295,0,0,61,1,0,0,0,0,0,1,0,0,State-Illinois
1430,142618,1,0,48,1,0,0,0,0,0,0,1,0,State-New York
1431,181246,0,0,56,0,0,1,0,0,0,1,0,0,State-Texas
1432,124027,1,0,44,0,1,0,0,0,0,1,0,0,State-Other
1433,155707,0,1,67,0,1,0,0,0,0,0,0,1,State-California
1434,157959,0,1,65,0,0,1,0,0,0,1,0,0,State-Florida
1435,156796,0,1,51,0,1,0,0,0,0,1,0,0,State-Illinois
1436,136230,1,0,49,0,0,1,0,0,0,0,1,0,State-New York
1437,170829,1,1,40,0,1,0,0,0,0,0,0,0,State-Texas
1438,165991,0,1,44,0,1,0,0,0,0,1,0,0,State-Other
1439,138988,1,2,48,0,1,0,0,0,0,1,0,0,State-California
1440,189572,0,0,54,0,0,1,0,0,0,0,0,0,State-Florida
1441,142207,1,0,36,0,1,0,0,0,0,0,1,0,State-Illinois
1442,150300,0,1,68,0,1,0,0,0,0,1,0,0,State-New York
1443,166664,0,0,38,0,0,0,1,0,0,0,0,0,State-Texas
1444,160597,0,1,56,0,1,0,0,0,0,1,0,0,State-Other
1445,170165,0,0,71,0,0,0,0,1,0,1,0,0,State-California
1446,150520,0,1,62,0,0,0,0,1,0,0,0,1,State-Florida
1447,180124,0,0,57,0,1,0,0,0,0,1,0,0,State-Illinois
1448,133183,1,0,45,0,1,0,0,0,0,1,0,0,State-New York
1449,166582,0,0,51,0,0,1,0,0,0,0,0,1,State-Texas
1450,175261,0,0,65,0,0,0,1,0,0,0,0,1,State-Other
1451,131880,1,0,50,0,0,0,0,1,0,1,0,0,State-California
1452,153790,0,2,69,0,1,0,0,0,0,1,0,0,State-Florida
1453,149269,1,0,49,0,0,0,1,0,0,0,0,1,State-Illinois
1454,161456,0,1,45,0,1,0,0,0,0,1,0,0,State-New York
1455,137406,1,0,40,0,1,0,0,0,0,1,0,0,State-Texas
1456,156937,1,0,39,0,0,0,1,0,0,0,0,1,State-Other
1457,138415,1,1,42,0,1,0,0,0,0,1,0,0,State-California
1458,120518,1,0,32,0,0,1,0,0,0,1,0,0,State-Florida
1459,162503,0,1,64,0,1,0,0,0,0,1,0,0,State-Illinois
1460,141644,1,1,48,0,0,1,0,0,0,0,0,1,State-New York
1461,155842,0,1,43,0,1,0,0,0,0,0,1,0,State-Texas
1462,162010,0,1,48,0,1,0,0,0,0,0,0,1,State-Other
1463,141124,1,0,43,0,1,0,0,0,0,1,0,0,State-California
1464,138961,1,0,47,0,1,0,0,0,0,0,1,0,State-Florida
1465,137760,1,0,48,1,0,0,0,0,0,0,1,0,State-Illinois
1466,132233,1,0,46,0,0,1,0,0,0,1,0,0,State-New York
1467,143057,0,1,45,0,1,0,0,0,0,1,0,0,State-Texas
1468,183151,0,0,60,0,0,0,1,0,0,0,1,0,State-Other
1469,178825,0,0,56,1,0,0,0,0,0,0,0,1,State-California
1470,165104,0,1,44,0,0,0,1,0,0,0,1,0,State-Florida
1471,160093,0,1,46,0,1,0,0,0,0,1,0,0,State-Illinois
1472,114045,1,0,51,0,1,0,0,0,0,1,0,0,State-New York
1473,128457,0,0,68,0,0,0,0,1,0,0,0,0,State-Texas
1474,178952,0,1,62,0,0,0,1,0,0,0,0,1,State-Other
1475,146310,1,0,44,1,0,0,0,0,0,1,0,0,State-California
1476,176005,0,0,65,0,0,0,1,0,0,1,0,0,State-Florida
1477,158308,0,1,56,0,0,1,0,0,0,0,1,0,State-Illinois
1478,155614,0,0,76,1,0,0,0,0,0,0,0,1,State-New York
1479,159432,0,1,58,1,0,0,0,0,0,0,1,0,State-Texas
1480,155563,0,1,42,1,0,0,0,0,0,1,0,0,State-Other
1481,178642,0,1,49,0,0,0,1,0,0,0,0,1,State-California
1482,167911,0,1,71,0,0,0,1,0,0,0,0,1,State-Florida
1483,165275,0,0,76,0,1,0,0,0,0,1,0,0,State-Illinois
1484,127203,1,1,70,0,0,0,1,0,0,1,0,0,State-New York
1485,148330,0,1,59,0,0,0,1,0,0,0,1,0,State-Texas
1486,124279,0,0,30,0,1,0,0,0,1,0,0,0,State-Other
1487,164355,1,0,35,0,1,0,0,0,0,0,0,1,State-California
1488,150943,0,1,64,0,0,0,1,0,0,0,1,0,State-Florida
1489,153653,0,0,67,0,0,0,0,1,0,1,0,0,State-Illinois
1490,165665,0,1,44,0,1,0,0,0,0,1,0,0,State-New York
1491,181217,0,0,31,0,0,1,0,0,0,1,0,0,State-Texas
1492,134935,0,0,28,0,1,0,0,0,0,1,0,0,State-Other
1493,161250,0,1,61,1,0,0,0,0,0,1,0,0,State-California
1494,139665,1,0,39,0,0,0,1,0,0,0,0,1,State-Florida
1495,160152,0,1,41,0,0,1,0,0,0,1,0,0,State-Illinois
1496,148920,0,2,56,0,1,0,0,0,0,1,0,0,State-New York
1497,189120,0,0,61,0,0,0,1,0,0,0,1,0,State-Texas
1498,144124,0,1,74,0,0,0,1,0,0,0,0,1,State-Other
1499,181169,0,0,45,0,0,1,0,0,0,0,1,0,State-California
1500,136443,1,1,59,0,1,0,0,0,0,1,0,0,State-Florida
1501,126095,1,0,30,0,0,1,0,0,0,1,0,0,State-Illinois
1502,171367,0,0,61,0,0,0,1,0,0,1,0,0,State-New York
1503,180184,0,0,76,0,1,0,0,0,0,0,1,0,State-Texas
1504,130630,1,1,55,1,0,0,0,0,0,1,0,0,State-Other
1505,173454,0,0,33,0,0,1,0,0,0,0,1,0,State-California
1506,142691,0,0,29,0,1,0,0,0,0,1,0,0,State-Florida
1507,170503,0,0,67,0,1,0,0,0,0,1,0,0,State-Illinois
1508,125545,1,0,33,0,1,0,0,0,0,1,0,0,State-New York
1509,132880,1,0,34,0,1,0,0,0,0,1,0,0,State-Texas
1510,177863,0,0,62,0,0,0,1,0,0,0,0,1,State-Other
1511,150353,0,0,43,0,1,0,0,0,0,0,1,0,State-California
1512,161839,0,0,56,0,0,1,0,0,0,1,0,0,State-Florida
1513,149154,1,1,60,0,1,0,0,0,0,0,0,1,State-Illinois
1514,147682,0,1,45,0,0,0,0,1,0,0,0,0,State-New York
1515,172679,0,1,51,0,0,1,0,0,0,1,0,0,State-Texas
1516,157954,1,1,43,0,0,0,1,0,0,0,1,0,State-Other
1517,165316,1,1,58,0,1,0,0,0,0,1,0,0,State-California
1518,128567,1,0,38,0,0,1,0,0,0,1,0,0,State-Florida
1519,147352,0,1,69,0,0,0,1,0,0,0,1,0,State-Illinois
1520,144931,0,1,53,0,0,0,1,0,0,1,0,0,State-New York
1521,176982,0,0,53,1,0,0,0,0,0,1,0,0,State-Texas
1522,157247,0,1,68,0,0,0,1,0,0,0,0,0,State-Other
1523,122944,1,0,39,0,0,1,0,0,0,0,1,0,State-California
1524,125315,1,0,43,0,0,0,1,0,0,0,0,0,State-Florida
1525,143638,0,1,51,0,0,0,0,1,0,1,0,0,State-Illinois
1526,142710,1,0,36,0,0,1,0,0,0,0,0,1,State-New York
1527,184169,0,0,38,0,1,0,0,0,0,0,0,1,State-Texas
1528,154058,0,1,44,0,0,0,1,0,0,1,0,0,State-Other
1529,124683,1,0,30,0,1,0,0,0,0,0,0,0,State-California
1530,185620,0,0,56,0,0,0,0,1,0,1,0,0,State-Florida
1531,147850,1,0,40,0,1,0,0,0,0,1,0,0,State-Illinois
1532,119514,1,1,52,0,1,0,0,0,0,1,0,0,State-New York
1533,127159,1,1,47,0,1,0,0,0,0,0,1,0,State-Texas
1534,139548,1,1,57,0,0,1,0,0,0,0,0,0,State-Other
1535,121474,1,0,31,0,0,1,0,0,0,1,0,0,State-California
1536,160504,0,1,49,0,0,1,0,0,0,0,0,1,State-Florida
1537,122419,0,0,57,0,1,0,0,0,0,1,0,0,State-Illinois
1538,181698,0,0,71,0,1,0,0,0,0,0,1,0,State-New York
1539,143462,1,1,68,0,0,0,1,0,0,1,0,0,State-Texas
1540,154880,1,0,42,0,0,1,0,0,0,0,0,1,State-Other
1541,179908,0,0,38,0,1,0,0,0,0,1,0,0,State-California
1542,115315,0,0,50,0,1,0,0,0,0,0,0,0,State-Florida
1543,187771,0,1,61,0,0,0,1,0,0,1,0,0,State-Illinois
1544,133039,1,0,42,0,1,0,0,0,0,1,0,0,State-New York
1545,181741,0,0,40,0,0,1,0,0,0,1,0,0,State-Texas
1546,171499,0,1,49,0,0,0,1,0,0,0,1,0,State-Other
1547,162466,0,1,50,0,1,0,0,0,0,0,0,0,State-California
1548,148799,0,1,57,1,0,0,0,0,0,0,0,1,State-Florida
1549,152157,0,1,70,0,0,0,1,0,0,0,0,1,State-Illinois
1550,166565,0,1,58,0,0,1,0,0,0,1,0,0,State-New York
1551,129298,1,1,69,0,0,0,1,0,0,0,1,0,State-Texas
1552,147691,0,1,41,0,0,1,0,0,0,1,0,0,State-Other
1553,138200,1,1,50,0,0,0,1,0,0,1,0,0,State-California
1554,144989,0,1,46,0,1,0,0,0,0,1,0,0,State-Florida
1555,138443,1,1,52,0,1,0,0,0,0,0,0,1,State-Illinois
1556,138593,1,0,42,0,0,1,0,0,0,0,0,0,State-New York
1557,164413,0,1,50,0,0,0,1,0,0,0,0,1,State-Texas
1558,136959,1,0,39,0,1,0,0,0,0,0,1,0,State-Other
1559,161996,0,1,43,0,1,0,0,0,0,0,0,1,State-California
1560,151287,1,1,52,0,1,0,0,0,0,1,0,0,State-Florida
1561,113260,1,1,50,0,1,0,0,0,0,1,0,0,State-Illinois
1562,147472,1,1,54,0,0,0,1,0,0,0,0,1,State-New York
1563,154603,1,1,64,0,0,0,1,0,0,0,1,0,State-Texas
1564,145207,1,1,46,0,1,0,0,0,0,0,0,1,State-Other
1565,140689,0,1,69,0,0,0,1,0,0,1,0,0,State-California
1566,147821,1,1,53,0,0,0,1,0,0,0,0,0,State-Florida
1567,127450,0,0,69,0,1,0,0,0,0,0,1,0,State-Illinois
1568,139453,1,0,37,0,0,0,1,0,0,1,0,0,State-New York
1569,126850,1,1,49,0,0,0,1,0,0,0,0,0,State-Texas
1570,179800,0,0,65,0,0,0,0,1,0,1,0,0,State-Other
1571,161794,0,1,59,0,1,0,0,0,0,0,1,0,State-California
1572,153863,0,1,65,0,0,0,1,0,0,1,0,0,State-Florida
1573,124221,0,0,61,0,0,0,1,0,0,1,0,0,State-Illinois
1574,139684,1,0,36,0,0,1,0,0,0,0,0,1,State-New York
1575,192163,0,0,45,0,1,0,0,0,0,0,1,0,State-Texas
1576,169882,0,0,55,0,0,1,0,0,0,0,1,0,State-Other
1577,133178,1,0,43,0,0,0,1,0,0,1,0,0,State-California
1578,159973,0,0,48,0,1,0,0,0,0,0,0,1,State-Florida
1579,117459,1,0,45,0,0,0,1,0,0,0,1,0,State-Illinois
1580,123910,1,0,51,1,0,0,0,0,0,1,0,0,State-New York
1581,142169,1,1,51,0,1,0,0,0,0,0,1,0,State-Texas
1582,126224,1,0,42,0,1,0,0,0,0,0,0,0,State-Other
1583,131089,1,0,39,0,0,0,1,0,0,1,0,0,State-California
1584,130081,0,1,59,0,0,1,0,0,0,1,0,0,State-Florida
1585,162807,0,1,60,0,0,0,1,0,0,1,0,0,State-Illinois
1586,172906,0,0,65,0,0,1,0,0,0,1,0,0,State-New York
1587,161467,0,2,72,0,1,0,0,0,0,0,0,1,State-Texas
1588,149618,1,1,54,0,0,0,1,0,0,0,1,0,State-Other
1589,121888,1,0,34,0,0,1,0,0,0,0,1,0,State-California
1590,142429,0,1,47,0,0,0,0,1,0,1,0,0,State-Florida
1591,126150,2,1,64,1,0,0,0,0,0,1,0,0,State-Illinois
1592,130801,0,1,45,0,1,0,0,0,1,0,0,0,State-New York
1593,181168,0,0,55,0,1,0,0,0,0,1,0,0,State-Texas
1594,126877,0,0,51,0,0,1,0,0,0,0,1,0,State-Other
1595,145006,0,0,76,0,0,0,0,1,0,0,1,0,State-California
1596,118978,1,0,47,0,1,0,0,0,1,0,0,0,State-Florida
1597,122574,2,1,53,0,1,0,0,0,0,1,0,0,State-Illinois
1598,148240,0,0,51,0,0,1,0,0,0,0,0,1,State-New York
1599,145837,1,1,46,0,1,0,0,0,0,1,0,0,State-Texas
1600,135791,2,1,55,0,0,1,0,0,0,0,1,0,State-Other
1601,154162,1,1,42,0,0,0,0,1,0,1,0,0,State-California
1602,130522,0,1,60,0,1,0,0,0,0,0,1,0,State-Florida
1603,154456,0,1,59,0,1,0,0,0,0,0,0,1,State-Illinois
1604,131632,0,0,49,0,0,1,0,0,0,1,0,0,State-New York
1605,172298,0,0,71,0,0,0,0,1,0,1,0,0,State-Texas
1606,136975,1,0,42,0,0,1,0,0,0,0,0,0,State-Other
1607,172635,0,0,65,0,1,0,0,0,0,0,0,0,State-California
1608,113624,1,0,44,0,1,0,0,0,0,1,0,0,State-Florida
1609,184196,0,1,45,0,0,1,0,0,0,1,0,0,State-Illinois
1610,170971,0,1,60,0,0,0,1,0,0,1,0,0,State-New York
1611,134487,1,1,43,1,0,0,0,0,0,0,0,1,State-Texas
1612,128769,1,0,43,0,0,1,0,0,0,1,0,0,State-Other
1613,169084,1,0,50,0,1,0,0,0,0,0,0,1,State-California
1614,165488,0,0,62,0,0,0,1,0,0,0,0,1,State-Florida
1615,162466,0,1,50,0,1,0,0,0,0,0,0,0,State-Illinois
1616,132218,0,0,60,0,0,1,0,0,0,0,0,0,State-New York
1617,183917,0,0,47,0,0,1,0,0,0,1,0,0,State-Texas
1618,146102,2,1,58,1,0,0,0,0,0,1,0,0,State-Other
1619,184574,0,0,68,0,0,1,0,0,0,1,0,0,State-California
1620,156181,0,1,58,0,1,0,0,0,0,1,0,0,State-Florida
1621,163120,0,1,70,1,0,0,0,0,0,0,1,0,State-Illinois
1622,173691,0,1,49,0,1,0,0,0,0,1,0,0,State-New York
1623,163381,0,1,60,0,0,0,1,0,0,1,0,0,State-Texas
1624,176140,0,0,72,0,0,0,1,0,0,0,0,1,State-Other
1625,162859,0,1,61,1,0,0,0,0,0,0,0,1,State-California
1626,145906,0,1,56,0,0,1,0,0,0,1,0,0,State-Florida
1627,177632,0,0,73,0,0,0,1,0,0,0,1,0,State-Illinois
1628,146463,1,1,49,0,1,0,0,0,0,0,0,1,State-New York
1629,205471,0,0,50,0,0,0,1,0,0,1,0,0,State-Texas
1630,155282,1,0,50,1,0,0,0,0,0,0,1,0,State-Other
1631,178710,0,1,43,0,1,0,0,0,0,0,1,0,State-California
1632,166886,0,1,62,0,0,0,1,0,0,1,0,0,State-Florida
1633,198777,0,0,60,0,0,1,0,0,0,0,1,0,State-Illinois
1634,129103,1,0,35,0,0,0,1,0,0,1,0,0,State-New York
1635,167445,0,1,46,0,1,0,0,0,0,1,0,0,State-Texas
1636,150616,0,1,70,0,0,0,1,0,0,0,0,1,State-Other
1637,149431,0,1,65,1,0,0,0,0,0,1,0,0,State-California
1638,161278,0,1,67,0,0,0,1,0,0,1,0,0,State-Florida
1639,126490,0,0,62,0,0,0,1,0,0,0,0,0,State-Illinois
1640,173059,0,1,73,0,0,0,1,0,0,0,0,1,State-New York
1641,146734,1,2,54,0,0,1,0,0,0,0,0,1,State-Texas
1642,156253,0,1,57,0,0,0,1,0,0,1,0,0,State-Other
1643,119986,1,0,35,0,1,0,0,0,0,1,0,0,State-California
1644,158330,0,1,45,0,0,0,0,1,0,1,0,0,State-Florida
1645,125965,0,0,40,0,1,0,0,0,1,0,0,0,State-Illinois
1646,114661,0,0,64,0,0,0,1,0,0,0,1,0,State-New York
1647,118690,0,0,61,0,1,0,0,0,0,1,0,0,State-Texas
1648,145068,0,1,46,0,0,0,1,0,0,0,0,1,State-Other
1649,121063,1,0,33,0,0,1,0,0,1,0,0,0,State-California
1650,129187,1,0,52,0,1,0,0,0,0,0,0,1,State-Florida
1651,154690,1,1,49,0,1,0,0,0,0,0,0,0,State-Illinois
1652,159304,0,1,56,0,1,0,0,0,0,0,0,1,State-New York
1653,159247,0,2,58,0,0,1,0,0,0,0,1,0,State-Texas
1654,166731,0,1,50,0,0,0,0,1,0,1,0,0,State-Other
1655,177353,0,1,40,0,1,0,0,0,0,1,0,0,State-California
1656,152614,0,1,45,0,0,1,0,0,0,0,0,1,State-Florida
1657,126751,2,0,46,0,1,0,0,0,0,1,0,0,State-Illinois
1658,181300,0,1,57,0,1,0,0,0,0,0,0,1,State-New York
1659,170337,0,0,41,0,0,1,0,0,0,1,0,0,State-Texas
1660,136145,1,0,35,0,1,0,0,0,0,0,0,0,State-Other
1661,165295,0,0,40,0,0,1,0,0,0,0,0,1,State-California
1662,168118,0,1,57,1,0,0,0,0,0,1,0,0,State-Florida
1663,168743,0,0,53,1,0,0,0,0,0,1,0,0,State-Illinois
1664,141039,0,0,38,0,0,0,1,0,0,0,0,0,State-New York
1665,138946,0,1,65,0,0,0,1,0,0,1,0,0,State-Texas
1666,165777,0,0,53,0,0,0,1,0,0,1,0,0,State-Other
1667,166476,0,1,44,1,0,0,0,0,0,0,0,1,State-California
1668,186857,0,0,48,0,0,1,0,0,0,0,0,1,State-Florida
1669,177845,0,0,31,0,0,0,1,0,0,0,0,1,State-Illinois
1670,169476,0,0,51,0,0,0,1,0,0,0,0,1,State-New York
1671,150611,0,1,60,1,0,0,0,0,0,0,0,1,State-Texas
1672,161209,0,0,50,0,0,1,0,0,0,1,0,0,State-Other
1673,142315,0,1,62,0,0,0,1,0,0,0,1,0,State-California
1674,113084,0,0,68,0,0,0,1,0,1,0,0,0,State-Florida
1675,147570,1,1,71,0,0,0,0,1,0,0,1,0,State-Illinois
1676,161923,0,2,59,0,1,0,0,0,0,0,1,0,State-New York
1677,134824,0,0,25,0,0,1,0,0,0,1,0,0,State-Texas
1678,126518,1,1,71,0,0,1,0,0,0,0,0,1,State-Other
1679,145938,0,0,59,0,0,1,0,0,0,1,0,0,State-California
1680,178468,0,0,60,0,0,0,1,0,0,1,0,0,State-Florida
1681,178901,0,1,47,1,0,0,0,0,0,1,0,0,State-Illinois
1682,171427,2,0,42,0,1,0,0,0,0,1,0,0,State-New York
1683,171022,0,1,42,1,0,0,0,0,0,1,0,0,State-Texas
1684,190247,0,0,32,0,0,1,0,0,0,0,1,0,State-Other
1685,141335,1,0,52,1,0,0,0,0,0,0,1,0,State-California
1686,171952,1,0,34,0,1,0,0,0,0,1,0,0,State-Florida
1687,135682,1,0,50,1,0,0,0,0,0,0,0,1,State-Illinois
1688,143185,0,1,69,1,0,0,0,0,0,1,0,0,State-New York
1689,166375,0,1,72,0,0,0,1,0,0,0,0,1,State-Texas
1690,135178,1,0,49,0,1,0,0,0,0,0,1,0,State-Other
1691,125252,1,0,34,0,1,0,0,0,0,1,0,0,State-California
1692,155250,0,1,55,0,0,1,0,0,0,0,1,0,State-Florida
1693,133249,1,0,45,0,0,1,0,0,0,1,0,0,State-Illinois
1694,158398,0,0,67,0,0,0,1,0,0,1,0,0,State-New York
1695,150272,1,0,38,0,0,0,1,0,0,1,0,0,State-Texas
1696,176618,0,0,45,0,1,0,0,0,0,0,0,1,State-Other
1697,187305,0,0,60,1,0,0,0,0,0,0,0,0,State-California
1698,125851,1,0,42,0,0,0,1,0,0,1,0,0,State-Florida
1699,158710,0,1,50,1,0,0,0,0,0,1,0,0,State-Illinois
1700,145160,1,1,62,0,0,1,0,0,0,1,0,0,State-New York
1701,174806,0,1,55,0,1,0,0,0,0,0,1,0,State-Texas
1702,159111,0,0,66,0,1,0,0,0,0,1,0,0,State-Other
1703,118988,1,0,36,0,1,0,0,0,0,0,0,1,State-California
1704,172190,0,0,55,0,1,0,0,0,0,1,0,0,State-Florida
1705,107500,1,0,44,0,1,0,0,0,0,1,0,0,State-Illinois
1706,144794,0,1,54,0,1,0,0,0,0,1,0,0,State-New York
1707,180395,0,0,65,0,1,0,0,0,0,1,0,0,State-Texas
1708,175012,0,0,44,1,0,0,0,0,0,0,1,0,State-Other
1709,156962,2,1,55,0,1,0,0,0,0,0,1,0,State-California
1710,189891,0,0,29,0,0,0,1,0,0,1,0,0,State-Florida
1711,135946,1,1,71,1,0,0,0,0,0,0,0,1,State-Illinois
1712,153593,1,1,67,0,0,0,1,0,0,0,0,1,State-New York
1713,166373,1,1,42,0,1,0,0,0,0,1,0,0,State-Texas
1714,145072,1,2,72,1,0,0,0,0,0,0,0,1,State-Other
1715,189694,1,1,47,1,0,0,0,0,0,1,0,0,State-California
1716,172025,0,0,71,0,1,0,0,0,0,1,0,0,State-Florida
1717,167432,0,1,47,0,1,0,0,0,0,1,0,0,State-Illinois
1718,170545,0,1,68,0,0,0,1,0,0,0,1,0,State-New York
1719,117487,1,0,31,0,1,0,0,0,1,0,0,0,State-Texas
1720,162882,0,1,51,0,0,0,1,0,0,1,0,0,State-Other
1721,164108,0,1,67,0,0,1,0,0,0,0,0,1,State-California
1722,134941,1,1,64,0,0,0,1,0,0,0,1,0,State-Florida
1723,148767,1,2,70,0,0,1,0,0,0,0,0,1,State-Illinois
1724,138702,1,0,42,0,0,0,1,0,0,0,0,0,State-New York
1725,182224,0,0,56,0,1,0,0,0,0,1,0,0,State-Texas
1726,183844,0,0,68,0,0,0,1,0,0,1,0,0,State-Other
1727,117003,1,0,45,0,1,0,0,0,0,0,0,0,State-California
1728,171163,0,0,25,0,0,1,0,0,0,1,0,0,State-Florida
1729,133697,1,0,50,0,0,1,0,0,0,1,0,0,State-Illinois
1730,163564,0,0,66,0,1,0,0,0,0,0,0,0,State-New York
1731,183443,0,0,48,0,0,0,1,0,0,0,0,1,State-Texas
1732,151518,0,1,62,0,0,0,1,0,0,0,0,1,State-Other
1733,158330,0,1,45,0,0,0,0,1,0,1,0,0,State-California
1734,180952,0,0,51,0,1,0,0,0,0,1,0,0,State-Florida
1735,175507,0,0,41,0,0,0,1,0,0,1,0,0,State-Illinois
1736,163855,0,0,42,0,0,0,1,0,0,0,0,0,State-New York
1737,162220,0,1,48,0,0,0,1,0,0,0,0,1,State-Texas
1738,158512,0,1,56,0,1,0,0,0,0,1,0,0,State-Other
1739,140662,1,0,41,0,1,0,0,0,0,0,1,0,State-California
1740,138829,0,1,61,0,1,0,0,0,0,0,0,1,State-Florida
1741,135523,1,0,39,0,1,0,0,0,0,0,0,0,State-Illinois
1742,179146,1,1,53,0,0,1,0,0,0,1,0,0,State-New York
1743,178285,0,0,32,0,1,0,0,0,0,0,1,0,State-Texas
1744,131626,1,0,42,0,0,1,0,0,0,0,0,1,State-Other
1745,175127,0,0,68,0,0,1,0,0,0,1,0,0,State-California
1746,148726,0,1,65,0,1,0,0,0,0,1,0,0,State-Florida
1747,174985,0,0,43,0,1,0,0,0,0,1,0,0,State-Illinois
1748,167430,0,0,33,0,0,0,1,0,0,1,0,0,State-New York
1749,146891,0,1,55,0,1,0,0,0,0,0,0,0,State-Texas
1750,162058,0,1,64,0,1,0,0,0,0,0,1,0,State-Other
1751,172063,0,1,41,0,1,0,0,0,0,1,0,0,State-California
1752,178939,0,0,69,0,1,0,0,0,0,0,0,1,State-Florida
1753,142720,1,1,55,0,0,1,0,0,0,1,0,0,State-Illinois
1754,133622,1,1,48,0,1,0,0,0,0,1,0,0,State-New York
1755,106835,0,1,63,0,0,0,1,0,0,0,0,1,State-Texas
1756,141452,1,1,67,0,0,0,1,0,0,1,0,0,State-Other
1757,140760,0,1,55,0,0,1,0,0,0,0,0,1,State-California
1758,174250,0,0,62,0,0,0,1,0,0,0,0,1,State-Florida
1759,151124,1,1,65,0,0,1,0,0,0,0,1,0,State-Illinois
1760,172258,0,1,49,0,0,1,0,0,0,1,0,0,State-New York
1761,171466,0,0,46,0,0,1,0,0,0,0,0,1,State-Texas
1762,136283,1,1,44,0,0,0,1,0,0,1,0,0,State-Other
1763,120587,1,0,50,0,0,1,0,0,0,1,0,0,State-California
1764,130467,1,0,48,0,1,0,0,0,0,1,0,0,State-Florida
1765,131590,1,0,48,0,0,0,1,0,0,1,0,0,State-Illinois
1766,120425,1,0,34,0,1,0,0,0,1,0,0,0,State-New York
1767,117144,1,1,60,0,0,0,1,0,0,0,1,0,State-Texas
1768,142564,0,1,52,1,0,0,0,0,0,0,0,1,State-Other
1769,143783,1,0,42,0,1,0,0,0,0,0,1,0,State-California
1770,140780,0,1,44,1,0,0,0,0,0,1,0,0,State-Florida
1771,162847,0,0,75,0,0,0,1,0,0,0,1,0,State-Illinois
1772,182017,0,0,63,0,1,0,0,0,0,0,0,1,State-New York
1773,116813,0,0,70,0,0,1,0,0,0,1,0,0,State-Texas
1774,151267,1,1,42,0,1,0,0,0,0,1,0,0,State-Other
1775,146524,0,1,59,0,0,1,0,0,0,1,0,0,State-California
1776,145183,0,0,58,0,0,1,0,0,0,0,1,0,State-Florida
1777,170421,0,1,66,0,1,0,0,0,0,0,0,1,State-Illinois
1778,160161,0,1,55,1,0,0,0,0,0,0,0,0,State-New York
1779,173926,0,0,47,0,0,0,1,0,0,1,0,0,State-Texas
1780,119329,1,0,52,0,1,0,0,0,0,1,0,0,State-Other
1781,161872,0,1,50,0,1,0,0,0,0,0,1,0,State-California
1782,146984,1,1,64,0,0,0,0,1,0,1,0,0,State-Florida
1783,134838,1,1,69,0,1,0,0,0,0,1,0,0,State-Illinois
